sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-03-26T00:01:34;12.55;;;4.32;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:04:03;12.50;;;3.50;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:06:32;11.45;;;4.25;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:09:03;16.65;;;4.82;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:11:31;12.73;;;5.07;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:13:59;13.98;;;4.60;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:16:27;14.77;;;5.10;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:18:56;12.32;;;4.50;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:21:25;11.82;;;3.70;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:23:54;14.43;;;4.20;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:26:23;10.07;;;4.40;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:28:51;16.45;;;4.78;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:31:18;19.08;;;4.40;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:33:46;19.57;;;5.00;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:36:13;17.85;;;3.85;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:38:45;17.77;;;5.10;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:41:13;19.90;;;5.22;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:43:47;21.20;;;5.70;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:46:17;21.05;;;4.47;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:48:45;15.43;;;4.40;;
3659;SDS011;1846;51.482;7.224;2023-03-26T00:51:12;19.27;;;4.30;;
