sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-02-23T00:01:14;59.58;;;42.08;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:03:42;62.90;;;44.07;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:06:09;66.13;;;47.03;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:08:39;61.80;;;43.67;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:11:06;61.85;;;46.30;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:13:35;63.38;;;45.05;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:16:04;67.75;;;46.45;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:18:32;66.97;;;44.93;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:21:09;68.60;;;46.08;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:23:40;65.05;;;45.25;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:26:09;70.10;;;46.55;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:28:38;80.35;;;53.30;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:31:06;80.05;;;51.05;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:33:33;79.32;;;52.22;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:36:04;77.88;;;49.53;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:38:34;87.03;;;52.80;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:41:05;91.00;;;55.43;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:43:34;92.68;;;54.70;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:46:01;100.07;;;55.00;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:48:31;91.60;;;54.67;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:50:58;76.70;;;49.58;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:53:26;83.93;;;51.92;;
3659;SDS011;1846;51.482;7.224;2023-02-23T00:55:53;92.53;;;57.60;;
