sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-02-21T00:00:18;38.83;;;25.75;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:03:02;39.85;;;24.45;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:05:46;41.47;;;25.88;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:08:30;40.15;;;26.23;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:11:15;40.28;;;26.90;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:14:01;47.88;;;26.40;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:16:45;48.03;;;26.77;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:19:29;41.15;;;25.48;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:22:14;39.15;;;24.67;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:24:58;46.17;;;27.42;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:27:43;43.00;;;27.65;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:30:28;48.90;;;28.37;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:33:13;48.92;;;29.05;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:35:57;44.83;;;28.97;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:38:41;48.83;;;28.15;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:41:26;49.53;;;30.63;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:44:10;47.95;;;30.23;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:46:56;45.85;;;28.38;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:49:40;49.80;;;28.17;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:52:25;48.63;;;28.55;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:55:09;47.40;;;28.83;;
3659;SDS011;1846;51.482;7.224;2023-02-21T00:57:54;51.45;;;29.65;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:00:38;58.20;;;31.80;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:03:24;59.53;;;30.15;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:06:09;50.58;;;30.42;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:08:54;52.73;;;31.30;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:11:38;55.65;;;32.10;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:14:23;55.83;;;32.07;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:17:07;53.28;;;30.85;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:19:53;56.17;;;30.88;;
3659;SDS011;1846;51.482;7.224;2023-02-21T01:22:37;54.35;;;31.05;;
